dataset,best_estimator,predicted_estimator,acc
FiftyWords,Hydra-MR,Hydra-MR,0.8455677655677659
Fish,HC2,InceptionT,0.9727619047619048
FloodModeling1Discrete,FreshPRINCE,FreshPRINCE,0.9694267515923568
FloodModeling2Discrete,Hydra-MR,RSTSF,0.9785407725321886
FloodModeling3Discrete,FreshPRINCE,FreshPRINCE,0.9743589743589745
FordA,FreshPRINCE,InceptionT,0.9590404040404042
FordB,InceptionT,FreshPRINCE,0.920699588477366
FreezerRegularTrain,RSTSF,HC2,0.999263157894737
FreezerSmallTrain,HC2,RSTSF,0.988982456140351
GestureMidAirD1Eq,HC2,HC2,0.7776923076923077
GestureMidAirD2Eq,HC2,HC2,0.653076923076923
GestureMidAirD3Eq,HC2,HC2,0.5407692307692307
GesturePebbleZ1Eq,RDST,RDST,0.9713178294573642
GesturePebbleZ2Eq,RDST,RDST,0.9748945147679328
GunPoint,HC2,RSTSF,0.9862222222222224
GunPointAgeSpan,PF,Hydra-MR,0.9968354430379746
GunPointMaleVersusFemale,Hydra-MR,Hydra-MR,1.0
GunPointOldVersusYoung,Hydra-MR,Hydra-MR,1.0
Ham,WEASEL-D,Hydra-MR,0.8507936507936511
HandOutlines,Hydra-MR,RDST,0.9473873873873871
Haptics,RDST,InceptionT,0.537012987012987
Herring,RDST,Hydra-MR,0.6307291666666667
HouseTwenty,HC2,HC2,0.9876750700280112
InlineSkate,RSTSF,HC2,0.5310303030303031
InsectEPGRegularTrain,Hydra-MR,PF,1.0
InsectEPGSmallTrain,PF,Hydra-MR,0.9847389558232932
InsectWingbeatSound,Hydra-MR,HC2,0.6625589225589225
ItalyPowerDemand,RSTSF,HC2,0.962325882734046
KeplerLightCurves,FreshPRINCE,RSTSF,0.9512113617376774
LargeKitchenAppliances,InceptionT,HC2,0.9380444444444442
Lightning2,PF,RDST,0.7612021857923496
Lightning7,InceptionT,HC2,0.7917808219178083
Mallat,HC2,Hydra-MR,0.9527789623312012
Meat,HC2,Hydra-MR,0.9844444444444446
MedicalImages,RSTSF,HC2,0.8101315789473683
MelbournePedestrianNmv,RSTSF,PF,0.9528388673278712
MiddlePhalanxOutlineAgeGroup,WEASEL-D,WEASEL-D,0.7173160173160174
MiddlePhalanxOutlineCorrect,Hydra-MR,Hydra-MR,0.8504009163802981
MiddlePhalanxTW,RSTSF,FreshPRINCE,0.57987012987013
MixedShapesRegularTrain,Hydra-MR,Hydra-MR,0.981745704467354
MixedShapesSmallTrain,Hydra-MR,Hydra-MR,0.9589553264604812
MoteStrain,WEASEL-D,HC2,0.9286208732694357
NonInvasiveFetalECGThorax1,Hydra-MR,Hydra-MR,0.9601017811704834
NonInvasiveFetalECGThorax2,Hydra-MR,Hydra-MR,0.9681424936386768
OSULeaf,WEASEL-D,HC2,0.9673553719008262
OliveOil,WEASEL-D,RDST,0.9
PLAIDEq,Hydra-MR,HC2,0.8875853507138423
PhalangesOutlinesCorrect,InceptionT,HC2,0.8437062937062937
PhoneHeartbeatSound,RDST,HC2,0.6452380952380952
Phoneme,HC2,Hydra-MR,0.3646097046413502
PickupGestureWiimoteZEq,Hydra-MR,HC2,0.7673333333333336
PigAirwayPressure,HC2,WEASEL-D,0.8628205128205129
PigArtPressure,HC2,HC2,0.9793269230769232
PigCVP,WEASEL-D,HC2,0.9371794871794872
Plane,Hydra-MR,InceptionT,0.9968253968253968
PowerCons,RSTSF,HC2,0.9716666666666666
ProximalPhalanxOutlineAgeGroup,WEASEL-D,WEASEL-D,0.8593495934959352
ProximalPhalanxOutlineCorrect,Hydra-MR,Hydra-MR,0.9101947308132876
ProximalPhalanxTW,FreshPRINCE,HC2,0.8115447154471546
RefrigerationDevices,HC2,HC2,0.8270222222222222
Rock,HC2,HC2,0.8946666666666668
ScreenType,HC2,HC2,0.7427555555555555
SemgHandGenderCh2,HC2,HC2,0.9728888888888888
SemgHandMovementCh2,HC2,HC2,0.8968888888888888
SemgHandSubjectCh2,HC2,HC2,0.9527407407407408
ShakeGestureWiimoteZEq,HC2,Hydra-MR,0.9286666666666672
ShapeletSim,Hydra-MR,WEASEL-D,0.9996296296296296
ShapesAll,Hydra-MR,Hydra-MR,0.9454444444444444
SharePriceIncrease,FreshPRINCE,InceptionT,0.6521394064872327
SmallKitchenAppliances,HC2,InceptionT,0.7707555555555557
SmoothSubspace,PF,Hydra-MR,0.9844444444444442
SonyAIBORobotSurface1,InceptionT,Hydra-MR,0.9437049362174152
SonyAIBORobotSurface2,WEASEL-D,Hydra-MR,0.9446659671213712
StarLightCurves,HC2,FreshPRINCE,0.978812530354541
Strawberry,Hydra-MR,Hydra-MR,0.9797297297297296
SwedishLeaf,Hydra-MR,InceptionT,0.96976
Symbols,HC2,WEASEL-D,0.9698157453936348
SyntheticControl,PF,Hydra-MR,0.992222222222222
ToeSegmentation1,HC2,Hydra-MR,0.9314327485380116
ToeSegmentation2,InceptionT,FreshPRINCE,0.8984615384615385
Tools,HC2,RDST,0.8626865671641791
Trace,Hydra-MR,RDST,1.0
TwoLeadECG,HC2,WEASEL-D,0.9974246414983904
TwoPatterns,Hydra-MR,InceptionT,1.0
UMD,HC2,Hydra-MR,0.9851851851851856
UWaveGestureLibraryAll,Hydra-MR,HC2,0.9756467522799182
UWaveGestureLibraryX,Hydra-MR,Hydra-MR,0.8777405546249769
UWaveGestureLibraryY,Hydra-MR,Hydra-MR,0.8144611948632048
UWaveGestureLibraryZ,Hydra-MR,Hydra-MR,0.822184999069421
Wafer,HC2,FreshPRINCE,0.9999837767683322
Wine,WEASEL-D,Hydra-MR,0.9364197530864196
WordSynonyms,Hydra-MR,Hydra-MR,0.7868861024033438
Worms,InceptionT,InceptionT,0.780952380952381
WormsTwoClass,HC2,Hydra-MR,0.7891774891774893
Yoga,Hydra-MR,RSTSF,0.8888111111111111
