dataset,best_estimator,predicted_estimator,acc
GunPointOldVersusYoung,Hydra-MR,InceptionT,1.0
Ham,WEASEL-D,WEASEL-D,0.8615873015873018
HandOutlines,Hydra-MR,WEASEL-D,0.9409909909909911
Haptics,RDST,WEASEL-D,0.5230519480519481
Herring,RDST,WEASEL-D,0.603125
HouseTwenty,HC2,InceptionT,0.9532212885154064
InlineSkate,RSTSF,WEASEL-D,0.4536969696969696
InsectEPGRegularTrain,Hydra-MR,WEASEL-D,1.0
InsectEPGSmallTrain,PF,WEASEL-D,0.98045515394913
InsectWingbeatSound,Hydra-MR,WEASEL-D,0.6531481481481481
ItalyPowerDemand,RSTSF,WEASEL-D,0.9532879818594104
KeplerLightCurves,FreshPRINCE,WEASEL-D,0.9238930659983292
LargeKitchenAppliances,InceptionT,WEASEL-D,0.8604444444444447
Lightning2,PF,WEASEL-D,0.7081967213114756
Lightning7,InceptionT,WEASEL-D,0.7598173515981734
Mallat,HC2,WEASEL-D,0.9516702203269368
Meat,HC2,WEASEL-D,0.982777777777778
MedicalImages,RSTSF,WEASEL-D,0.7817982456140349
MelbournePedestrianNmv,RSTSF,Hydra-MR,0.9631450337789276
MiddlePhalanxOutlineAgeGroup,WEASEL-D,WEASEL-D,0.7173160173160174
MiddlePhalanxOutlineCorrect,Hydra-MR,WEASEL-D,0.8336769759450176
MiddlePhalanxTW,RSTSF,WEASEL-D,0.5859307359307361
MixedShapesRegularTrain,Hydra-MR,WEASEL-D,0.9717663230240552
MixedShapesSmallTrain,Hydra-MR,WEASEL-D,0.9493745704467356
MoteStrain,WEASEL-D,WEASEL-D,0.9445686900958468
NonInvasiveFetalECGThorax1,Hydra-MR,WEASEL-D,0.9321289228159456
NonInvasiveFetalECGThorax2,Hydra-MR,WEASEL-D,0.956946564885496
OSULeaf,WEASEL-D,WEASEL-D,0.9725895316804404
OliveOil,WEASEL-D,WEASEL-D,0.9311111111111112
PLAIDEq,Hydra-MR,InceptionT,0.4949720670391062
PhalangesOutlinesCorrect,InceptionT,WEASEL-D,0.8444832944832944
PhoneHeartbeatSound,RDST,WEASEL-D,0.6408424908424907
Phoneme,HC2,WEASEL-D,0.3382735583684951
PickupGestureWiimoteZEq,Hydra-MR,WEASEL-D,0.8206666666666668
PigAirwayPressure,HC2,WEASEL-D,0.8628205128205129
PigArtPressure,HC2,InceptionT,0.9333333333333332
PigCVP,WEASEL-D,WEASEL-D,0.9440705128205128
Plane,Hydra-MR,WEASEL-D,1.0
PowerCons,RSTSF,WEASEL-D,0.9262962962962964
ProximalPhalanxOutlineAgeGroup,WEASEL-D,WEASEL-D,0.8593495934959352
ProximalPhalanxOutlineCorrect,Hydra-MR,WEASEL-D,0.8965635738831618
ProximalPhalanxTW,FreshPRINCE,WEASEL-D,0.8019512195121952
RefrigerationDevices,HC2,WEASEL-D,0.7711111111111111
Rock,HC2,PF,0.7746666666666668
ScreenType,HC2,WEASEL-D,0.5617777777777778
SemgHandGenderCh2,HC2,PF,0.9631111111111113
SemgHandMovementCh2,HC2,PF,0.8908888888888888
SemgHandSubjectCh2,HC2,PF,0.9380740740740742
ShakeGestureWiimoteZEq,HC2,WEASEL-D,0.9273333333333336
ShapeletSim,Hydra-MR,WEASEL-D,0.9996296296296296
ShapesAll,Hydra-MR,WEASEL-D,0.9405
SharePriceIncrease,FreshPRINCE,WEASEL-D,0.6861628709454798
SmallKitchenAppliances,HC2,WEASEL-D,0.8064888888888888
SmoothSubspace,PF,WEASEL-D,0.9757777777777776
SonyAIBORobotSurface1,InceptionT,WEASEL-D,0.9536882972823072
SonyAIBORobotSurface2,WEASEL-D,WEASEL-D,0.953620146904512
StarLightCurves,HC2,WEASEL-D,0.9812975554476284
Strawberry,Hydra-MR,WEASEL-D,0.9781981981981982
SwedishLeaf,Hydra-MR,WEASEL-D,0.9667733333333336
Symbols,HC2,WEASEL-D,0.9698157453936348
SyntheticControl,PF,WEASEL-D,0.9836666666666666
ToeSegmentation1,HC2,WEASEL-D,0.9536549707602332
ToeSegmentation2,InceptionT,WEASEL-D,0.9530769230769228
Tools,HC2,WEASEL-D,0.882587064676617
Trace,Hydra-MR,WEASEL-D,1.0
TwoLeadECG,HC2,WEASEL-D,0.9974246414983904
TwoPatterns,Hydra-MR,WEASEL-D,0.9945083333333332
UMD,HC2,WEASEL-D,0.971064814814815
UWaveGestureLibraryAll,Hydra-MR,WEASEL-D,0.9611762516285132
UWaveGestureLibraryX,Hydra-MR,WEASEL-D,0.8414200632793597
UWaveGestureLibraryY,Hydra-MR,WEASEL-D,0.77534896705751
UWaveGestureLibraryZ,Hydra-MR,WEASEL-D,0.7882281779266704
Wafer,HC2,WEASEL-D,0.9995890114644173
Wine,WEASEL-D,WEASEL-D,0.9574074074074072
WordSynonyms,Hydra-MR,WEASEL-D,0.7507836990595613
Worms,InceptionT,WEASEL-D,0.7177489177489178
WormsTwoClass,HC2,WEASEL-D,0.7792207792207791
Yoga,Hydra-MR,WEASEL-D,0.9253777777777776
